RUTU	year	Nsegment	NWD	time	AT	windS	TS	FEDR	nGulls	tending	nOM	nOtherP	dog	raptor	plane	activities	day	NWD	Bulk	Dune	Phrag	Marsh	Creek	Woodland	FT	LT	RT	DC1	DC2	DC3	DC4	DC5	DC6	DC7	DC8
0	2016	130	1	0.7833658064223589	-0.875083889316111	-0.35321059813187705	-0.13667712288162992	0.04341605777873379	0.5680786758946699	1	-0.1196355803687303	-0.07873014700259721	-0.02074471219750533	-0.06247396352467208	-0.0550415644794185	-0.10226547825078015	-0.734283528950729	-0.7705957387006923	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1
0	2016	131	1	0.7833658064223589	-0.875083889316111	-0.35321059813187705	-0.13667712288162992	0.04341605777873379	0.1602647129089048	1	-0.1196355803687303	-0.07873014700259721	-0.02074471219750533	-0.06247396352467208	-0.0550415644794185	-0.10226547825078015	-0.734283528950729	-0.7705957387006923	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1
0	2016	132	1	0.7833658064223589	-0.875083889316111	-0.35321059813187705	-0.13667712288162992	0.04341605777873379	0.1602647129089048	1	-0.1196355803687303	-0.07873014700259721	-0.02074471219750533	-0.06247396352467208	-0.0550415644794185	-0.10226547825078015	-0.734283528950729	-0.7705957387006923	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1
0	2016	133	1	0.8168538528583501	-0.7656550103012307	-0.5468651965366654	-0.1316125188026993	0.04341605777873379	-0.04364226858397771	1	-0.1196355803687303	-0.07873014700259721	-0.02074471219750533	-0.06247396352467208	-0.0550415644794185	-0.10226547825078015	-0.734283528950729	-0.7705957387006923	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1
0	2016	134	1	0.8202026575019493	-0.7656550103012307	-0.5468651965366654	-0.13667712288162992	0.04341605777873379	0.09909261846104005	1	-0.1196355803687303	-0.07873014700259721	-0.02074471219750533	-0.06247396352467208	-0.0550415644794185	-0.10226547825078015	-0.734283528950729	-0.7705957387006923	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1
0	2016	135	1	0.8202026575019493	-0.7656550103012307	-0.5468651965366654	-0.13667712288162992	0.04341605777873379	0.1194833166103283	1	-0.1196355803687303	-0.07873014700259721	-0.02074471219750533	-0.06247396352467208	-0.0550415644794185	-0.10226547825078015	-0.734283528950729	-0.7705957387006923	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1
0	2016	136	1	0.8235514621455484	-0.7656550103012307	-0.5468651965366654	-0.13667712288162992	0.04341605777873379	0.09909261846104005	2	0.19404031749786507	-0.07873014700259721	-0.02074471219750533	-0.06247396352467208	-0.0550415644794185	-0.10226547825078015	-0.734283528950729	-0.7705957387006923	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1
0	2016	137	1	0.8285746691109471	-0.7656550103012307	-0.5468651965366654	-0.13667712288162992	0.04341605777873379	-0.2475492500768602	2	0.19404031749786507	-0.07873014700259721	-0.02074471219750533	-0.06247396352467208	-0.0550415644794185	-0.10226547825078015	-0.734283528950729	-0.7705957387006923	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1
0	2016	138	1	0.8319234737545462	-0.7656550103012307	-0.5468651965366654	-0.13667712288162992	0.04341605777873379	-0.16598645747970722	2	0.19404031749786507	-0.07873014700259721	-0.02074471219750533	-0.06247396352467208	-0.0550415644794185	-0.10226547825078015	-0.734283528950729	-0.7705957387006923	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1
36	2016	149	19	-0.7085266623010547	-0.32793949424170965	-0.26714188772974884	0.02032560356521949	0.4165143981697099	1.4244879981647762	1	-0.1196355803687303	-0.07873014700259721	-0.02074471219750533	-0.06247396352467208	-0.0550415644794185	-0.10226547825078015	-0.6676004113802019	0.6996903302638842	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1
0	2016	148	19	-0.7135498692664534	-0.32793949424170965	-0.26714188772974884	0.02032560356521949	0.04341605777873379	0.3233902981032108	1	-0.1196355803687303	-0.07873014700259721	-0.02074471219750533	-0.06247396352467208	-0.0550415644794185	-0.10226547825078015	-0.6676004113802019	0.6996903302638842	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1
0	2016	147	19	-0.7168986739100525	-0.32793949424170965	-0.26714188772974884	-0.13667712288162992	0.04341605777873379	0.2418275055060578	1	-0.1196355803687303	-0.07873014700259721	-0.02074471219750533	-0.06247396352467208	-0.0550415644794185	-0.10226547825078015	-0.6676004113802019	0.6996903302638842	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1
0	2016	146	19	-0.7235962831972507	-0.32793949424170965	-0.26714188772974884	-0.1202171596251054	0.04341605777873379	-0.04364226858397771	1	-0.1196355803687303	-0.07873014700259721	-0.02074471219750533	-0.06247396352467208	-0.0550415644794185	-0.10226547825078015	-0.6676004113802019	0.6996903302638842	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1
0	2016	145	19	-0.7269450878408499	-0.32793949424170965	-0.26714188772974884	-0.11008795146724415	0.04341605777873379	-0.04364226858397771	1	-0.1196355803687303	-0.07873014700259721	-0.02074471219750533	-0.06247396352467208	-0.0550415644794185	-0.10226547825078015	-0.6676004113802019	0.6996903302638842	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1
0	2016	144	19	-0.7319682948062486	-0.32793949424170965	-0.26714188772974884	-0.12401561268430336	0.04341605777873379	-0.10481436303184247	1	-0.1196355803687303	-0.07873014700259721	-0.02074471219750533	-0.06247396352467208	-0.0550415644794185	-0.10226547825078015	-0.6676004113802019	0.6996903302638842	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1
0	2016	143	19	-0.7353170994498477	-0.32793949424170965	-0.26714188772974884	-0.12654791472376867	0.04341605777873379	-0.20676785377828372	1	-0.1196355803687303	-0.07873014700259721	-0.02074471219750533	-0.06247396352467208	-0.0550415644794185	-0.10226547825078015	-0.6676004113802019	0.6996903302638842	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1
